top_label	is_cell_line	is_bulk_sorted	is_control	adjacent_normal	barrett_grade	tissue_origin	run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	BioSample	BioProject	experiment_title	sample_title	study_title	sample_description	library_name	library_strategy	library_source	library_layout	instrument_model	read_count	base_count	scientific_name	collection_date	first_public	last_updated	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sra_galaxy	sample_prep_interval	fastq_md5	experimental_protocol	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	host_genotype	host_phenotype	environmental_medium	cultivar	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	restriction_site	serovar	investigation_type	location	sra_ftp	age	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	tag	first_created	lat	strain	host_status	tax_id	submitted_format	submitted_host_sex	surveillance_target	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
Unknown	no	no	no	no	unknown	intestine	SRR13991383	SRX10368836	SAMN18313521	PRJNA714749	SRS8474108	SRP310910			Illumina MiSeq sequencing: Ovary queenright workers - Colony B	Ovary queenright workers - Colony B	DNA methylation in the brain and ovary of Apis mellifera	Ovary queenright workers - Colony B	Ovary_QR_col.B	AMPLICON	GENOMIC	PAIRED	Illumina MiSeq	29414	8824200	Apis mellifera	2018-03-31	2021-03-19	2021-03-19		SRA1207471					PCR												3704191.0				Dr. Carlos Cardoso Jr			Queenright Colony B	1073207;983073	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR139/083/SRR13991383								female			ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13991383/SRR13991383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13991383/SRR13991383_2.fastq.gz							Australia	Invertebrate	ftp.sra.ebi.ac.uk/vol1/srr/SRR139/083/SRR13991383		0bba518a4d8770dae98293621392704f;98e0cdad7d99176edb827aebc9b64556							2018-03-31												Illumina MiSeq sequencing: Ovary queenright workers - Colony B							51ee41fd47dd022a05ffeec1cb87a9b3		ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13991383/SRR13991383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/083/SRR13991383/SRR13991383_2.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR139/083/SRR13991383																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/083/SRR13991383/SRR13991383_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/083/SRR13991383/SRR13991383_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;34735;3042114;7458;70987;83321;7459;7460			Ovary_QR_col.B		2018-03-30			Ov_B_p_1_R1.fastq.gz						Ovary_QR_col.B		SUB9308602					env_tax;env_tax:terrestrial	2021-03-19				7460.0									SRR13991383												PRJNA714749					Ovary	University of Sydney																																												
Unknown	no	no	no	no	unknown	intestine	SRR13991384	SRX10368835	SAMN18341577	PRJNA714749	SRS8483640	SRP310910			Illumina MiSeq sequencing: Ovary queenright workers - Colony F	Ovary queenright workers - Colony F	DNA methylation in the brain and ovary of Apis mellifera	Ovary queenright workers - Colony F	Ovary_QR_col.F	AMPLICON	GENOMIC	PAIRED	Illumina MiSeq	16670	5001000	Apis mellifera	2019-03-02	2021-03-19	2021-03-19		SRA1207471					PCR												2169255.0				Dr. Carlos Cardoso Jr			Queenless Colony F	627941;594660	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR139/084/SRR13991384								female			ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13991384/SRR13991384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13991384/SRR13991384_2.fastq.gz							Australia	Invertebrate	ftp.sra.ebi.ac.uk/vol1/srr/SRR139/084/SRR13991384		2ba28ea5853cd87ebb5fb8e4d319391c;cbaef85ee4ab32c839cdd86c1009cc93							2019-03-02												Illumina MiSeq sequencing: Ovary queenright workers - Colony F							b9162dc8920f54d5ac90b25c1df1bebe		ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13991384/SRR13991384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/084/SRR13991384/SRR13991384_2.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR139/084/SRR13991384																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/084/SRR13991384/SRR13991384_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/084/SRR13991384/SRR13991384_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;34735;3042114;7458;70987;83321;7459;7460			Ovary_Queenright_col.F		2019-03-02			Ov_F_p_1_R1.fastq.gz						Ovary_QR_col.F		SUB9308602					env_tax;env_tax:terrestrial	2021-03-19				7460.0									SRR13991384												PRJNA714749					Ovary	University of Sydney																																												
Unknown	no	no	no	no	unknown	intestine	SRR13991388	SRX10368831	SAMN18313523	PRJNA714749	SRS8474099	SRP310910			Illumina MiSeq sequencing: Ovary queenright workers - Colony C	Ovary queenright workers - Colony C	DNA methylation in the brain and ovary of Apis mellifera	Ovary queenright workers - Colony C	Ovary_QR_col.C	AMPLICON	GENOMIC	PAIRED	Illumina MiSeq	24887	7466100	Apis mellifera	2018-03-31	2021-03-19	2021-03-19		SRA1207471					PCR												3158912.0				Dr. Carlos Cardoso Jr			Queenright Colony C	922915;834166	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR139/088/SRR13991388								female			ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13991388/SRR13991388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13991388/SRR13991388_2.fastq.gz							Australia	Invertebrate	ftp.sra.ebi.ac.uk/vol1/srr/SRR139/088/SRR13991388		18f8759c22c164993b1a96b6cde2b8f3;48ad5caab396be7efe3680c795f6108b							2018-03-31												Illumina MiSeq sequencing: Ovary queenright workers - Colony C							1db27a9f1a070c29e46db67a25349e7f		ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13991388/SRR13991388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/088/SRR13991388/SRR13991388_2.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR139/088/SRR13991388																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/088/SRR13991388/SRR13991388_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/088/SRR13991388/SRR13991388_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;34735;3042114;7458;70987;83321;7459;7460			Ovary_QR_col.C		2018-03-30			Ov_C_p_1_R1.fastq.gz						Ovary_QR_col.C		SUB9308602					env_tax;env_tax:terrestrial	2021-03-19				7460.0									SRR13991388												PRJNA714749					Ovary	University of Sydney																																												
Unknown	no	no	no	no	unknown	intestine	SRR13991389	SRX10368830	SAMN18313522	PRJNA714749	SRS8474097	SRP310910			Illumina MiSeq sequencing: Ovary queenless workers - Colony C	Ovary queenless workers - Colony C	DNA methylation in the brain and ovary of Apis mellifera	Ovary queenless workers - Colony C	Ovary_QL_col.C	AMPLICON	GENOMIC	PAIRED	Illumina MiSeq	43224	12967200	Apis mellifera	2018-03-31	2021-03-19	2021-03-19		SRA1207471					PCR												5442031.0				Dr. Carlos Cardoso Jr			Queenless Colony C	1536314;1519733	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR139/089/SRR13991389								female			ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13991389/SRR13991389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13991389/SRR13991389_2.fastq.gz							Australia	Invertebrate	ftp.sra.ebi.ac.uk/vol1/srr/SRR139/089/SRR13991389		06d6556956cf6295748623eddbd656b9;a353ddcbd1f368687143ee542dee7d1e							2018-03-31												Illumina MiSeq sequencing: Ovary queenless workers - Colony C							6f1de4595fe7b26982ca9ed8bfaa4666		ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13991389/SRR13991389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/089/SRR13991389/SRR13991389_2.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR139/089/SRR13991389																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/089/SRR13991389/SRR13991389_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR139/089/SRR13991389/SRR13991389_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;34735;3042114;7458;70987;83321;7459;7460			Ovary_QL_col.C		2018-03-30			Ov_C_m_1_R1.fastq.gz						Ovary_QL_col.C		SUB9308602					env_tax;env_tax:terrestrial	2021-03-19				7460.0									SRR13991389												PRJNA714749					Ovary	University of Sydney																																												
Normal	no	no	yes	no	unknown	ovary	SRR17698005	SRX13861108	SAMN25162126	PRJNA799392	SRS11735240	SRP356206			Illumina HiSeq 2000 sequencing: GSM5830454: ovary tissue-H3K4me3 Mus musculus ChIP-Seq	ovary tissue-H3K4me3	Genome-wide maps of chromatin state in Wild Type mouse ovary	ovary tissue-H3K4me3	GSM5830454	ChIP-Seq	GENOMIC	PAIRED	Illumina HiSeq 2000	100591919	30177575700	Mus musculus		2022-09-01	2022-09-03	Genome-wide maps of chromatin state in Wild Type mouse ovary	SRA1360111					ChIP												11831370927.0								7518342800;8255034593	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR176/005/SRR17698005											ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR17698005/SRR17698005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR17698005/SRR17698005_2.fastq.gz								Generic	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR17698005		a5553093fd86c99a2f812ed5cf8ead69;b76fdf12050fa698a52483cad43c1048																			Illumina HiSeq 2000 sequencing: GSM5830454: ovary tissue-H3K4me3 Mus musculus ChIP-Seq							afb9a5acba4d81846f78bc3054e668b2		ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR17698005/SRR17698005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR17698005/SRR17698005_2.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR17698005																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/005/SRR17698005/SRR17698005_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR176/005/SRR17698005/SRR17698005_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10088;862507;10090			GSM5830454					GSM5830454_r1				Lysates were clarified from sonicated nuclei and histone-DNA complexes were isolated with antibody. Preparation of the sequencing libraries of the DNA samples from IP and inputs was precisely followed the instructions of Illumina at Genergy Biotechnology Microarray Core Facility. Libraries were sequenced on the Illumina HiSeq 2000 following the manufacturer's protocols.		GSM5830454_r1							env_tax;env_tax:terrestrial	2022-09-01		C57BL/6 J		10090.0									SRR17698005												GSE194195					ovary																																													
Unknown	no	no	no	no	unknown	ovary	SRR185872	SRX057734	SAMN00259655	PRJNA80033	SRS188742	SRP006414			454 GS FLX sequencing: Transcriptome analysis of Cotesi plutellae ovary	Transcriptome of C pltellae ovary	Transcriptome of Cotesia plutellae ovary	the oroginal name of the insect is Cotesia plutellae. the taxanomic ID was not found in the NCBI	C plutella Ovary	EST	TRANSCRIPTOMIC	SINGLE	454 GS FLX	57200	33253438	Cotesia vestalis		2011-08-05	2015-06-19	Cotesia vestalis	SRA035357					cDNA												75181704.0								16300834	LS454				fasp.sra.ebi.ac.uk:/vol1/srr/SRR185/SRR185872											ftp.sra.ebi.ac.uk/vol1/fastq/SRR185/SRR185872/SRR185872.fastq.gz								Generic	ftp.sra.ebi.ac.uk/vol1/srr/SRR185/SRR185872		bdd274106cad345e4ffd2411a5399de2																			454 GS FLX sequencing: Transcriptome analysis of Cotesi plutellae ovary							68ee9d4692f6e81efb71035a4a7c1af9		ftp.sra.ebi.ac.uk/vol1/fastq/SRR185/SRR185872/SRR185872.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR185/SRR185872																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR185/SRR185872/SRR185872.fastq.gz	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7401;7402;65207;32390;217443			CplutellaeOvary					C plutellae						C plutella Ovary		Andong National University						2011-08-05				217443.0									SRR185872												CplutellaeOvary																																																		
Unknown	no	no	no	no	unknown	ovary	SRR19318036	SRX15378107	SAMN28550003	PRJNA839733	SRS13107013	SRP376150			NextSeq 550 sequencing: GSM6170885: Ovary Input 2 Mus musculus ChIP-Seq	Ovary Input 2	Deciphering the endogenous cistrome and transcriptome of estrogen receptor beta in ovary	Ovary Input 2	GSM6170885	ChIP-Seq	GENOMIC	SINGLE	NextSeq 550	109741767	8230632525	Mus musculus	missing	2023-11-19	2023-11-19	Deciphering the endogenous cistrome and transcriptome of estrogen receptor beta in ovary	SRA1423013					ChIP												2068893718.0								3347161375	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR193/036/SRR19318036/SRR19318036.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/036/SRR19318036/SRR19318036.fastq.gz							missing	Generic	ftp.sra.ebi.ac.uk/vol1/srr/SRR193/036/SRR19318036/SRR19318036.lite		324e96824cd20fb69cdc9466d03eebd8																			NextSeq 550 sequencing: GSM6170885: Ovary Input 2 Mus musculus ChIP-Seq							15fb85701a9407c9e4e48eb14cf9172d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/036/SRR19318036/SRR19318036.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR193/036/SRR19318036/SRR19318036.lite																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR193/036/SRR19318036/SRR19318036.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10088;862507;10090			GSM6170885					GSM6170885_r1				Cells were incubated with LB1, LB2 buffers to separate nuclear chormatin fractions and immunoprecipitated with ERβ anitbody. The libraries of ChIP DNA were prepared by using the kit NEB Next Ultra II DNA Library Prep Kit for Illumina following user instrcutions		GSM6170885_r1							env_tax;env_tax:terrestrial	2023-11-19		C57BL/6J		10090.0									SRR19318036												GSE203391					ovary																																													
Unknown	no	no	no	no	unknown	ovary	SRR19318037	SRX15378106	SAMN28550004	PRJNA839733	SRS13107011	SRP376150			NextSeq 550 sequencing: GSM6170884: Ovary Input 1 Mus musculus ChIP-Seq	Ovary Input 1	Deciphering the endogenous cistrome and transcriptome of estrogen receptor beta in ovary	Ovary Input 1	GSM6170884	ChIP-Seq	GENOMIC	SINGLE	NextSeq 550	64296473	4822235475	Mus musculus	missing	2023-11-19	2023-11-19	Deciphering the endogenous cistrome and transcriptome of estrogen receptor beta in ovary	SRA1423013					ChIP												1212453132.0								1938211419	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR193/037/SRR19318037/SRR19318037.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/037/SRR19318037/SRR19318037.fastq.gz							missing	Generic	ftp.sra.ebi.ac.uk/vol1/srr/SRR193/037/SRR19318037/SRR19318037.lite		0fc447714025d6b4586e30c33dbab6fc																			NextSeq 550 sequencing: GSM6170884: Ovary Input 1 Mus musculus ChIP-Seq							4aedebf95775facc4cf6cb9d3f81062a		ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/037/SRR19318037/SRR19318037.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR193/037/SRR19318037/SRR19318037.lite																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR193/037/SRR19318037/SRR19318037.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10088;862507;10090			GSM6170884					GSM6170884_r1				Cells were incubated with LB1, LB2 buffers to separate nuclear chormatin fractions and immunoprecipitated with ERβ anitbody. The libraries of ChIP DNA were prepared by using the kit NEB Next Ultra II DNA Library Prep Kit for Illumina following user instrcutions		GSM6170884_r1							env_tax;env_tax:terrestrial	2023-11-19		C57BL/6J		10090.0									SRR19318037												GSE203391					ovary																																													
Tumor	no	no	no	no	unknown	ovary	SRR20073577	SRX16111607	SAMN29625747	PRJNA857435	SRS13774355	SRP385761			Illumina HiSeq 4000 sequencing: GSM6321084: Ovary, tumor, rep 2 Drosophila melanogaster RNA-Seq	Ovary, tumor, rep 2	Systemic coagulopathy promotes host lethality in a new Drosophila model	Ovary, tumor, rep 2	GSM6321084	RNA-Seq	TRANSCRIPTOMIC	SINGLE	Illumina HiSeq 4000	45856187	2338665537	Drosophila melanogaster	missing	2023-06-27	2023-07-07	Systemic coagulopathy promotes host lethality in a new Drosophila model	SRA1452081					cDNA												637331521.0								1181781165	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/077/SRR20073577.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20073577/SRR20073577.fastq.gz							missing	Generic	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/077/SRR20073577.lite		1b93ec6fe83992343cb856c3fc7e39fe																			Illumina HiSeq 4000 sequencing: GSM6321084: Ovary, tumor, rep 2 Drosophila melanogaster RNA-Seq							45b2a03a45add31d9731120590573e32		ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20073577/SRR20073577.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR200/077/SRR20073577.lite							Adult																public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/077/SRR20073577/SRR20073577.fastq.gz	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43741;43746;7214;43845;46877;7215;32341;32346;32351;7227			GSM6321084					GSM6321084_r1				RNA isolated using RNeasy mini kit (QIAGEN, 74104) Libraries prepared for sequencing following standard Illumina protocols.		GSM6321084_r1							env_tax;env_tax:terrestrial	2023-06-27				7227.0									SRR20073577												GSE207849					Ovary (tumor)																																													
Tumor	no	no	no	no	unknown	ovary	SRR20073578	SRX16111606	SAMN29625748	PRJNA857435	SRS13774353	SRP385761			Illumina HiSeq 4000 sequencing: GSM6321083: Ovary, tumor, rep 1 Drosophila melanogaster RNA-Seq	Ovary, tumor, rep 1	Systemic coagulopathy promotes host lethality in a new Drosophila model	Ovary, tumor, rep 1	GSM6321083	RNA-Seq	TRANSCRIPTOMIC	SINGLE	Illumina HiSeq 4000	51188531	2610615081	Drosophila melanogaster	missing	2023-06-27	2023-07-07	Systemic coagulopathy promotes host lethality in a new Drosophila model	SRA1452081					cDNA												708124883.0								1309764024	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/078/SRR20073578.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/078/SRR20073578/SRR20073578.fastq.gz							missing	Generic	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/078/SRR20073578.lite		80b313d699bdc1720dd16fbf69586a9f																			Illumina HiSeq 4000 sequencing: GSM6321083: Ovary, tumor, rep 1 Drosophila melanogaster RNA-Seq							dcadb8ba25dbf9daa49248888b3f698b		ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/078/SRR20073578/SRR20073578.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR200/078/SRR20073578.lite							Adult																public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/078/SRR20073578/SRR20073578.fastq.gz	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43741;43746;7214;43845;46877;7215;32341;32346;32351;7227			GSM6321083					GSM6321083_r1				RNA isolated using RNeasy mini kit (QIAGEN, 74104) Libraries prepared for sequencing following standard Illumina protocols.		GSM6321083_r1							env_tax;env_tax:terrestrial	2023-06-27				7227.0									SRR20073578												GSE207849					Ovary (tumor)																																													
Unknown	no	no	no	no	unknown	ovary	SRR2179946	SRX1158744	SAMN03984000	PRJNA292732	SRS1038047	SRP062514			Illumina HiSeq 2000 sequencing: topmouth culter ovary transcriptome	Ovary from Erythroculter ilishaeformis	topmouth culter(Erythroculter ilishaeformis) ovary transcriptome	Ovary was obtained from the adult topmouth culter.Ovary was frozen in liquid nitrogen and homogenized in TRIzol reagent.The library was sequenced using Illumina HiSeq2000.	SUB1066813	RNA-Seq	TRANSCRIPTOMIC	PAIRED	Illumina HiSeq 2000	13717157	2469088260	Chanodichthys ilishaeformis	2014-01	2015-09-01	2016-06-28	Chanodichthys ilishaeformis	SRA290011					cDNA												1649647759.0				Zhejiang Institute of freshwater fisheries				1078574110;1098799129	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR217/006/SRR2179946	Tai Lake of China							female			ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/006/SRR2179946/SRR2179946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/006/SRR2179946/SRR2179946_2.fastq.gz								Model organism or animal	ftp.sra.ebi.ac.uk/vol1/srr/SRR217/006/SRR2179946		37caa24268433a02763cbc667f6559a2;33fc6df12a7e5dba97800850143e2da9							2014-01-31												Illumina HiSeq 2000 sequencing: topmouth culter ovary transcriptome							78739fc3a47c220e2ba68d825a5c3b7e		ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/006/SRR2179946/SRR2179946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR217/006/SRR2179946/SRR2179946_2.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR217/006/SRR2179946							stage 2-3																public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/006/SRR2179946/SRR2179946_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR217/006/SRR2179946/SRR2179946_2.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;186634;32519;186626;186627;7952;30727;2743745;2743747;291793;291482			Ovary-topmouth culter-1		2014-01-01			Gonad_l1_2.fq						SUB1066813							env_tax;env_tax:freshwater;env_tax:brackish	2015-09-01				291482.0									SRR2179946												PRJNA292732					Ovary																																													
Normal	no	no	yes	no	unknown	ovary	SRR22967825	SRX18924238	SAMN32575796	PRJNA918357	SRS16350294	SRP415733			NextSeq 500 sequencing: GSM6915517: Mouse ovary WT 3 Mus musculus RNA-Seq	Mouse ovary WT 3	Transcriptomic analysis of mouse ovary post-PMSG induction 40h	Mouse ovary WT 3	GSM6915517	RNA-Seq	TRANSCRIPTOMIC	SINGLE	NextSeq 500	52716042	2635802100	Mus musculus		2024-01-28	2024-02-02	Transcriptomic analysis of mouse ovary post-PMSG induction 40h	SRA1569151					cDNA												666486146.0								1206210995	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR229/025/SRR22967825/SRR22967825.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/025/SRR22967825/SRR22967825.fastq.gz								Generic	ftp.sra.ebi.ac.uk/vol1/srr/SRR229/025/SRR22967825/SRR22967825.lite		a338a5bd00bc58226a3d39d3de433bce																			NextSeq 500 sequencing: GSM6915517: Mouse ovary WT 3 Mus musculus RNA-Seq							8f1cd8e324ffc2f2f68e1f290b755c09		ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/025/SRR22967825/SRR22967825.fastq.gz									ftp.sra.ebi.ac.uk/vol1/srr/SRR229/025/SRR22967825/SRR22967825.lite																							public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR229/025/SRR22967825/SRR22967825.fastq.gz	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10088;862507;10090			GSM6915517					GSM6915517_r1				RNA were extracted with Nacherey-Nagel RNA L extraction kit.		GSM6915517_r1							env_tax;env_tax:terrestrial	2024-01-28				10090.0									SRR22967825												GSE222135					Ovary																																													
