top_label	is_cell_line	is_bulk_sorted	is_control	adjacent_normal	barrett_grade	tissue_origin	run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_source	library_selection	library_layout	read_count	base_count	first_public	last_updated	center_name	study_title	experiment_title	sample_title	sample_description	collection_date	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes	ScientificName	TaxID	LibraryStrategy	LibrarySource	LibrarySelection	LibraryLayout	BioSample	BioProject
Tumor	no	no	no	no	unknown	unknown	SRR27747551	PRJNA1069754	SRP486182	SAMN39624262	SRS20268239	SRX23412920	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037857	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	14606593	4381977900	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037857: cCR.ASCC_85 Homo sapiens RNA-Seq	cCR.ASCC_85	cCR.ASCC_85	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/051/SRR27747551/SRR27747551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/051/SRR27747551/SRR27747551_2.fastq.gz	8d8a2efc9b0cd980de24e1cac732555d;62e9a0619fa94ff957427c25e925d93a	672722427;667678821				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624262	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747553	PRJNA1069754	SRP486182	SAMN39624264	SRS20268240	SRX23412918	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037855	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	20508356	6152506800	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037855: cCR.ASCC_80 Homo sapiens RNA-Seq	cCR.ASCC_80	cCR.ASCC_80	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/053/SRR27747553/SRR27747553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/053/SRR27747553/SRR27747553_2.fastq.gz	f3b76a6a670acbd512f8e859ede975a2;edfd87b00f0836c6cad6766686fef001	820013906;847234750				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624264	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747556	PRJNA1069754	SRP486182	SAMN39624267	SRS20268235	SRX23412915	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037852	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	21190525	6357157500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037852: cCR.ASCC_77 Homo sapiens RNA-Seq	cCR.ASCC_77	cCR.ASCC_77	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/056/SRR27747556/SRR27747556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/056/SRR27747556/SRR27747556_2.fastq.gz	539978a04d8b6b8ee98da3c710b98bd6;8fd52fe916cb2d5afbcb60a304989549	908559170;924105251				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624267	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747560	PRJNA1069754	SRP486182	SAMN39624271	SRS20268231	SRX23412911	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037848	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	31956325	9586897500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037848: cCR.ASCC_7 Homo sapiens RNA-Seq	cCR.ASCC_7	cCR.ASCC_7	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/060/SRR27747560/SRR27747560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/060/SRR27747560/SRR27747560_2.fastq.gz	0e49689b22a7e85099513dac01eb7d1b;ea8af9dbea35d6974aaa4a8e5d83e78a	1692118306;1703665467				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624271	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747562	PRJNA1069754	SRP486182	SAMN39624273	SRS20268236	SRX23412909	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037846	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19368063	5810418900	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037846: cCR.ASCC_68 Homo sapiens RNA-Seq	cCR.ASCC_68	cCR.ASCC_68	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/062/SRR27747562/SRR27747562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/062/SRR27747562/SRR27747562_2.fastq.gz	9f1386482201ff6220d5b485c2c94593;ca5acca534ad2983e9393ea154982fbf	888564316;895048723				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624273	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747563	PRJNA1069754	SRP486182	SAMN39624274	SRS20268233	SRX23412908	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037845	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	21291867	6387560100	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037845: cCR.ASCC_67 Homo sapiens RNA-Seq	cCR.ASCC_67	cCR.ASCC_67	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/063/SRR27747563/SRR27747563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/063/SRR27747563/SRR27747563_2.fastq.gz	0ecd58ede21726a1ea14ccfb6994579f;9419196c8567f846021d578887f2b5b2	1003782800;1002248541				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624274	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747565	PRJNA1069754	SRP486182	SAMN39624276	SRS20268227	SRX23412906	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037843	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	23490278	7047083400	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037843: cCR.ASCC_64 Homo sapiens RNA-Seq	cCR.ASCC_64	cCR.ASCC_64	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/065/SRR27747565/SRR27747565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/065/SRR27747565/SRR27747565_2.fastq.gz	90ae6e84134be4b212c6f4629244c0d8;62b3b67fb5e89ffc97070e0d83658e74	1162416503;1177712546											
Tumor	no	no	no	no	unknown	unknown	SRR27747566	PRJNA1069754	SRP486182	SAMN39624277	SRS20268226	SRX23412905	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037842	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22220421	6666126300	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037842: cCR.ASCC_63 Homo sapiens RNA-Seq	cCR.ASCC_63	cCR.ASCC_63	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/066/SRR27747566/SRR27747566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/066/SRR27747566/SRR27747566_2.fastq.gz	4099d2f7ec33f5832851f2f374099ab0;4f01400cb546bc4b01523fcfb1f42f5c	863133499;926995607											
Tumor	no	no	no	no	unknown	unknown	SRR27747572	PRJNA1069754	SRP486182	SAMN39624283	SRS20268221	SRX23412899	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037836	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19269608	5780882400	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037836: cCR.ASCC_56 Homo sapiens RNA-Seq	cCR.ASCC_56	cCR.ASCC_56	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/072/SRR27747572/SRR27747572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/072/SRR27747572/SRR27747572_2.fastq.gz	414aabfa85756b2a3563533b56e99976;9de7ec65e0490120bb54e3b20709af2f	943401032;949443989											
Tumor	no	no	no	no	unknown	unknown	SRR27747579	PRJNA1069754	SRP486182	SAMN39624290	SRS20268215	SRX23412892	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037829	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	28881305	8664391500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037829: cCR.ASCC_49 Homo sapiens RNA-Seq	cCR.ASCC_49	cCR.ASCC_49	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/079/SRR27747579/SRR27747579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/079/SRR27747579/SRR27747579_2.fastq.gz	391f8d1683dca6b08ce51858ba243be7;12128fe0a9633ebc4182539ed3d668fc	1303025774;1319470093											
Tumor	no	no	no	no	unknown	unknown	SRR27747582	PRJNA1069754	SRP486182	SAMN39624293	SRS20268211	SRX23412889	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037826	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	26909718	8072915400	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037826: cCR.ASCC_44 Homo sapiens RNA-Seq	cCR.ASCC_44	cCR.ASCC_44	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/082/SRR27747582/SRR27747582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/082/SRR27747582/SRR27747582_2.fastq.gz	b40c5c672ccf6eca443c3b67b7f1a94f;57a519557595c0f6a0f633744a366b92	1324783437;1331863151											
Tumor	no	no	no	no	unknown	unknown	SRR27747586	PRJNA1069754	SRP486182	SAMN39624297	SRS20268206	SRX23412885	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037822	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19472970	5841891000	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037822: cCR.ASCC_36 Homo sapiens RNA-Seq	cCR.ASCC_36	cCR.ASCC_36	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/086/SRR27747586/SRR27747586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/086/SRR27747586/SRR27747586_2.fastq.gz	8afaa4bbfde401b7169e8cda9c4b9366;b984364086ba32562aeb0c52ba586735	943629526;942731118				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624297	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747589	PRJNA1069754	SRP486182	SAMN39624300	SRS20268205	SRX23412882	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037819	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	24000842	7200252600	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037819: cCR.ASCC_32 Homo sapiens RNA-Seq	cCR.ASCC_32	cCR.ASCC_32	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/089/SRR27747589/SRR27747589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/089/SRR27747589/SRR27747589_2.fastq.gz	09175cdf999b24536bbb250268b2bc61;7617a96f728f5e866fe0e8e7bc351b73	1269843189;1274659447				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624300	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747591	PRJNA1069754	SRP486182	SAMN39624231	SRS20268200	SRX23412880	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037888	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	29019968	8705990400	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037888: PD.ASCC_7 Homo sapiens RNA-Seq	PD.ASCC_7	PD.ASCC_7	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/091/SRR27747591/SRR27747591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/091/SRR27747591/SRR27747591_2.fastq.gz	2d7648089bee1e5f78040c0dfcc96b8c;38bedce2bbe2ae88c549bb93a79f7f8d	1544723546;1561447156				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624231	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747596	PRJNA1069754	SRP486182	SAMN39624236	SRS20268196	SRX23412875	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037883	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	23212420	6963726000	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037883: PD.ASCC_40 Homo sapiens RNA-Seq	PD.ASCC_40	PD.ASCC_40	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/096/SRR27747596/SRR27747596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/096/SRR27747596/SRR27747596_2.fastq.gz	a0ae32cf7975d47fa592a7a43fd9bc2a;f8cfdc7196b7c0a40160fe69c8f2700e	1113212832;1134280820				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624236	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747597	PRJNA1069754	SRP486182	SAMN39624237	SRS20268195	SRX23412874	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037882	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19188874	5756662200	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037882: PD.ASCC_35 Homo sapiens RNA-Seq	PD.ASCC_35	PD.ASCC_35	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/097/SRR27747597/SRR27747597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/097/SRR27747597/SRR27747597_2.fastq.gz	c6beabf9b30076404aaf7c97a5572f48;b6eea5dc63d26db7910bf648cce22f15	913556383;925463444											
Tumor	no	no	no	no	unknown	unknown	SRR27747598	PRJNA1069754	SRP486182	SAMN39624238	SRS20268192	SRX23412873	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037881	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	18538614	5561584200	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037881: PD.ASCC_34 Homo sapiens RNA-Seq	PD.ASCC_34	PD.ASCC_34	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/098/SRR27747598/SRR27747598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/098/SRR27747598/SRR27747598_2.fastq.gz	a3a33ae4ae4f050fd901f1a2b45e4fc0;2c58774a8e48992cce0d36cfd6a93f54	869958439;896827212											
Tumor	no	no	no	no	unknown	unknown	SRR27747600	PRJNA1069754	SRP486182	SAMN39624240	SRS20268194	SRX23412871	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037879	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22018914	6605674200	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037879: PD.ASCC_30 Homo sapiens RNA-Seq	PD.ASCC_30	PD.ASCC_30	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/000/SRR27747600/SRR27747600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/000/SRR27747600/SRR27747600_2.fastq.gz	5d90fb16074928ee42634d3752234148;f081fc6687c1c49ea136fb0762ed0017	1105660924;1114857736				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624240	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747602	PRJNA1069754	SRP486182	SAMN39624242	SRS20268190	SRX23412869	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037877	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	21446386	6433915800	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037877: PD.ASCC_28 Homo sapiens RNA-Seq	PD.ASCC_28	PD.ASCC_28	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/002/SRR27747602/SRR27747602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/002/SRR27747602/SRR27747602_2.fastq.gz	a91d34206d630bcf96cb870d21206866;8ce785308632b2a25a524c5847a0ac21	1050555566;1071928457				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624242	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747607	PRJNA1069754	SRP486182	SAMN39624247	SRS20268182	SRX23412864	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037872	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	27795791	8338737300	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037872: PD.ASCC_18 Homo sapiens RNA-Seq	PD.ASCC_18	PD.ASCC_18	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/007/SRR27747607/SRR27747607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/007/SRR27747607/SRR27747607_2.fastq.gz	02afa9c14d56d18a761e95f2544d4e1e;b73c5f0d52a3129c68095656d651016b	1388412000;1403156833				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624247	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747609	PRJNA1069754	SRP486182	SAMN39624249	SRS20268181	SRX23412862	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037870	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22696585	6808975500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037870: PD.ASCC_11 Homo sapiens RNA-Seq	PD.ASCC_11	PD.ASCC_11	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/009/SRR27747609/SRR27747609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/009/SRR27747609/SRR27747609_2.fastq.gz	1f79ff4817cfb12b729b3ca213d81a49;a20acbae796a9b6ac9c46a41a862052f	1132651825;1124640912				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624249	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747610	PRJNA1069754	SRP486182	SAMN39624250	SRS20268180	SRX23412861	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037869	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	17589491	5276847300	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037869: cCR.ASCC_99 Homo sapiens RNA-Seq	cCR.ASCC_99	cCR.ASCC_99	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/010/SRR27747610/SRR27747610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/010/SRR27747610/SRR27747610_2.fastq.gz	1426b0ec4099ce6d1bbc9d6a31541ec4;ccacfa53f89c2844a752439992ab2f56	884595533;886819147											
Tumor	no	no	no	no	unknown	unknown	SRR27747621	PRJNA1069754	SRP486182	SAMN39624309	SRS20268171	SRX23412850	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037810	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	32189746	9656923800	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037810: cCR.ASCC_21 Homo sapiens RNA-Seq	cCR.ASCC_21	cCR.ASCC_21	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/021/SRR27747621/SRR27747621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/021/SRR27747621/SRR27747621_2.fastq.gz	5040d91dd1d8b9a183e4f9201ac0672c;deb085cd2857f9e986cec7898cbe3d78	1549016334;1572941602											
Tumor	no	no	no	no	unknown	unknown	SRR27747623	PRJNA1069754	SRP486182	SAMN39624311	SRS20268169	SRX23412848	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037808	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	19307195	5792158500	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037808: cCR.ASCC_2 Homo sapiens RNA-Seq	cCR.ASCC_2	cCR.ASCC_2	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/023/SRR27747623/SRR27747623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/023/SRR27747623/SRR27747623_2.fastq.gz	4e7a4b8b183bb4ecac7e76e55c8e60c5;710f0b05ea48d2ce62407a846f33c841	1022216126;1033746916				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624311	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747625	PRJNA1069754	SRP486182	SAMN39624313	SRS20268168	SRX23412846	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037806	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	27586667	8276000100	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037806: cCR.ASCC_19 Homo sapiens RNA-Seq	cCR.ASCC_19	cCR.ASCC_19	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/025/SRR27747625/SRR27747625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/025/SRR27747625/SRR27747625_2.fastq.gz	c6c846bc258fae133519f0fad8f451fc;4c09689348d28411df8fcf56f464369b	1095154674;1124678221				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624313	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747626	PRJNA1069754	SRP486182	SAMN39624314	SRS20268166	SRX23412845	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037805	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	27625559	8287667700	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037805: cCR.ASCC_18 Homo sapiens RNA-Seq	cCR.ASCC_18	cCR.ASCC_18	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/026/SRR27747626/SRR27747626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/026/SRR27747626/SRR27747626_2.fastq.gz	b27e9ef5ee29379ed57c086e283abd5b;d6a387981fc18acdb6a479d9dd286b7e	1458146834;1471380891				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624314	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747630	PRJNA1069754	SRP486182	SAMN39624318	SRS20268161	SRX23412841	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037801	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	36388907	10916672100	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037801: cCR.ASCC_14 Homo sapiens RNA-Seq	cCR.ASCC_14	cCR.ASCC_14	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/030/SRR27747630/SRR27747630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/030/SRR27747630/SRR27747630_2.fastq.gz	581ce7cc45ce19012f69fe008012249e;300cdb04e59eea61f1af080d5fd4fa6b	1968217081;1986207502				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624318	PRJNA1069754
Tumor	no	no	no	no	unknown	unknown	SRR27747634	PRJNA1069754	SRP486182	SAMN39624322	SRS20268158	SRX23412837	SRA1792499	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM8037797	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	22527362	6758208600	2024-03-19	2024-03-19		Inflammatory pathways confer resistance to chemoradiotherapy in anal squamous cell carcinoma	Illumina HiSeq 2500 sequencing: GSM8037797: cCR.ASCC_105 Homo sapiens RNA-Seq	cCR.ASCC_105	cCR.ASCC_105	missing	ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/034/SRR27747634/SRR27747634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR277/034/SRR27747634/SRR27747634_2.fastq.gz	544306d47deed027be43d1d68afdf3b3;98a2d8f68ce7ede57215250417f54c49	1129681524;1130940677				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN39624322	PRJNA1069754
