top_label	is_cell_line	is_bulk_sorted	is_control	adjacent_normal	barrett_grade	tissue_origin	run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_source	library_selection	library_layout	read_count	base_count	first_public	last_updated	center_name	study_title	experiment_title	sample_title	sample_description	collection_date	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes	ScientificName	TaxID	LibraryStrategy	LibrarySource	LibrarySelection	LibraryLayout	BioSample	BioProject
Tumor	no	yes	no	no	unknown	unknown	SRR12455044	PRJNA657259	SRP277545	SAMN15823022	SRS7204711	SRX8949433	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	30672043	9201612900	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728254: K01484-17 Tumor biopsy Homo sapiens RNA-Seq	K01484-17 Tumor biopsy	K01484-17 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/044/SRR12455044/SRR12455044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/044/SRR12455044/SRR12455044_2.fastq.gz	7c99fa0473b9e1cac8da9a62e547c06c;a401b0acdb5450c54f7c7a9d21c2f13d	1611173644;1611753278				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823022	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12455049	PRJNA657259	SRP277545	SAMN15823017	SRS7204716	SRX8949438	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	29501989	8850596700	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728259: N028954-17 Tumor biopsy Homo sapiens RNA-Seq	N028954-17 Tumor biopsy	N028954-17 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/049/SRR12455049/SRR12455049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/049/SRR12455049/SRR12455049_2.fastq.gz	4cbd6874c2ff71cf756b608419413df2;20f9301a5fb096b0dd9610ebfdf8fcab	1555358755;1556386528				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823017	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12455050	PRJNA657259	SRP277545	SAMN15823016	SRS7204717	SRX8949439	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	24084117	7225235100	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728260: NH31084-16-01 Tumor biopsy Homo sapiens RNA-Seq	NH31084-16-01 Tumor biopsy	NH31084-16-01 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/050/SRR12455050/SRR12455050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/050/SRR12455050/SRR12455050_2.fastq.gz	a0384b6718e3c1f4e8ea08ed1ecbfedd;50edbc234601f5a58934a023014fe21e	1204542759;1208057461				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823016	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12455056	PRJNA657259	SRP277545	SAMN15823053	SRS7204722	SRX8949445	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	34582772	10374831600	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728266: H02732-17 Tumor biopsy Homo sapiens RNA-Seq	H02732-17 Tumor biopsy	H02732-17 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/056/SRR12455056/SRR12455056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/056/SRR12455056/SRR12455056_2.fastq.gz	ab288032eaead33f6976ab44623d118d;5877e0aa45e620d755d69d816a5b89a2	1761985056;1764886483				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823053	PRJNA657259
Tumor	no	yes	no	no	unknown	unknown	SRR12455057	PRJNA657259	SRP277545	SAMN15823052	SRS7204724	SRX8949446	SRA1112961	9606.0	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000		RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	35204956	10561486800	2023-08-18	2023-08-19	GEO	Therapy-induced senescence of cancer-associated fibroblasts determines survival in rectal cancer	Illumina NovaSeq 6000 sequencing: GSM4728267: H02753-18 Tumor biopsy Homo sapiens RNA-Seq	H02753-18 Tumor biopsy	H02753-18 Tumor biopsy		ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/057/SRR12455057/SRR12455057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR124/057/SRR12455057/SRR12455057_2.fastq.gz	9950a563aa5cbe640cb97b35875ea32a;27ac4ef797f0fdc05246fdb94e4ed6fd	1320971343;1332265050				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN15823052	PRJNA657259
Tumor	no	no	no	no	unknown	unknown	SRR20643232	PRJNA862190	SRP388072	SAMN29960755	SRS14299654	SRX16666521	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390447	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	96700820	9670082000	2022-08-22	2022-08-22		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390447: TM237 Homo sapiens RNA-Seq	TM237	TM237		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/032/SRR20643232/SRR20643232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/032/SRR20643232/SRR20643232_2.fastq.gz	11b3975b53cf7801f64f191f24933a13;c6e4f4ae725a4124f7ffe85795a347a3	3803568409;4036639256				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960755	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643240	PRJNA862190	SRP388072	SAMN29960763	SRS14299646	SRX16666513	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390439	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	111279667	11350526034	2022-08-11	2022-08-24		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390439: JM199 Homo sapiens RNA-Seq	JM199	JM199		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/040/SRR20643240/SRR20643240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/040/SRR20643240/SRR20643240_2.fastq.gz	ba9e8dc71738d7a69b7028c6eb012d90;595ba205aff6dbd3cb8703dcdf4b9b0d	3537047239;3670830391				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960763	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643241	PRJNA862190	SRP388072	SAMN29960764	SRS14299644	SRX16666512	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390438	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	95105723	9700783746	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390438: JM197 Homo sapiens RNA-Seq	JM197	JM197		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/041/SRR20643241/SRR20643241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/041/SRR20643241/SRR20643241_2.fastq.gz	c9b5e271d34634839fc100f768a6bef4;b160875363b76659b19e649ba53e1c22	2828988494;2885098489											
Tumor	no	no	no	no	unknown	unknown	SRR20643242	PRJNA862190	SRP388072	SAMN29960765	SRS14299645	SRX16666511	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390437	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	124028617	12650918934	2022-08-19	2022-09-01		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390437: JM195 Homo sapiens RNA-Seq	JM195	JM195		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/042/SRR20643242/SRR20643242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/042/SRR20643242/SRR20643242_2.fastq.gz	c0e95e327abb6adac319b0e27bb0295c;2a62baf1d280d7994b6bf4c0098287b8	3905966482;4106650661				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960765	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643243	PRJNA862190	SRP388072	SAMN29960766	SRS14299643	SRX16666510	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390436	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	109601651	11179368402	2022-08-14	2022-10-28		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390436: JM194 Homo sapiens RNA-Seq	JM194	JM194		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/043/SRR20643243/SRR20643243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/043/SRR20643243/SRR20643243_2.fastq.gz	f9b5f275657034915414e060936397a1;2ceaa5f13a67990f21210d79ddda695f	3473998406;3711862203											
Tumor	no	no	no	no	unknown	unknown	SRR20643245	PRJNA862190	SRP388072	SAMN29960768	SRS14299642	SRX16666508	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390434	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	106941380	10908020760	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390434: JM192 Homo sapiens RNA-Seq	JM192	JM192		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/045/SRR20643245/SRR20643245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/045/SRR20643245/SRR20643245_2.fastq.gz	5b9f9e90a0680a072b910f579b4c72d6;a0ce723b96d776e50d8216b1c551d3f1	3382818380;3658183460				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960768	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643246	PRJNA862190	SRP388072	SAMN29960769	SRS14299640	SRX16666507	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390433	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	126687758	12922151316	2022-08-14	2022-08-25		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390433: JM191 Homo sapiens RNA-Seq	JM191	JM191		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/046/SRR20643246/SRR20643246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/046/SRR20643246/SRR20643246_2.fastq.gz	dea3b8b2e98315b47e229582cf4e2e2a;3b0f5045fb5ead5b64e49495b013770a	4029070599;4327432698											
Tumor	no	no	no	no	unknown	unknown	SRR20643251	PRJNA862190	SRP388072	SAMN29960774	SRS14299635	SRX16666502	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390428	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	133302312	13596835824	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390428: JM184 Homo sapiens RNA-Seq	JM184	JM184		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/051/SRR20643251/SRR20643251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/051/SRR20643251/SRR20643251_2.fastq.gz	d0183db4c8c0c2f60569ec241444ddf0;1b8662540c5654fa0a9aabb252dc65d1	4227584362;4435142913											
Tumor	no	no	no	no	unknown	unknown	SRR20643253	PRJNA862190	SRP388072	SAMN29960776	SRS14299633	SRX16666500	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390426	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	123347324	12581427048	2022-08-11	2022-08-24		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390426: JM180 Homo sapiens RNA-Seq	JM180	JM180		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/053/SRR20643253/SRR20643253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/053/SRR20643253/SRR20643253_2.fastq.gz	de8d13e341033fc3c9d4d2804838e96e;df078107af1f1221a48cb988e02e87f6	3922574760;4275081767				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960776	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643256	PRJNA862190	SRP388072	SAMN29960779	SRS14299630	SRX16666497	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390423	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	106044850	10816574700	2022-08-22	2022-08-22		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390423: JM175 Homo sapiens RNA-Seq	JM175	JM175		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/056/SRR20643256/SRR20643256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/056/SRR20643256/SRR20643256_2.fastq.gz	f045428f157c795da6de8148e506a514;d01a114ef89a1f9a18aeeaeff0b75433	3165849674;3251666048				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960779	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643264	PRJNA862190	SRP388072	SAMN29960787	SRS14299621	SRX16666489	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390415	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	103055590	10511670180	2022-08-22	2022-08-22		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390415: JM165 Homo sapiens RNA-Seq	JM165	JM165		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/064/SRR20643264/SRR20643264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/064/SRR20643264/SRR20643264_2.fastq.gz	676f9dfe90961607c1d87054a9f39d07;63cefad0ca603284f11f72a7a9cea9ac	3086915229;3172179800				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960787	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643265	PRJNA862190	SRP388072	SAMN29960788	SRS14299622	SRX16666488	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390414	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	131728907	13436348514	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390414: JM163 Homo sapiens RNA-Seq	JM163	JM163		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/065/SRR20643265/SRR20643265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/065/SRR20643265/SRR20643265_2.fastq.gz	862517cf16c9c7c1c9e64f242eff82ec;e405d3f00328ef8eb6d95cd954042b06	4150083242;4314745347				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960788	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643270	PRJNA862190	SRP388072	SAMN29960793	SRS14299615	SRX16666483	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390409	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	76979131	7697913100	2022-09-16	2022-09-16		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390409: JM138 Homo sapiens RNA-Seq	JM138	JM138		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/070/SRR20643270/SRR20643270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/070/SRR20643270/SRR20643270_2.fastq.gz	e821110697640cd69f3ef7fb0eeda84d;4885c6237ec95e2eb92b7a40dec8b591	2879459722;2904087744				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960793	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643272	PRJNA862190	SRP388072	SAMN29960795	SRS14299614	SRX16666481	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390407	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	102309550	10230955000	2022-08-22	2022-08-22		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390407: JM135 Homo sapiens RNA-Seq	JM135	JM135		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/072/SRR20643272/SRR20643272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/072/SRR20643272/SRR20643272_2.fastq.gz	28965b798377a08f2dead87236287857;149695d15a0463cbc10e0963fac32793	3972928841;3976000460				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960795	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643274	PRJNA862190	SRP388072	SAMN29960797	SRS14299612	SRX16666479	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390405	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	108957951	10895795100	2022-08-11	2022-08-24		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390405: JM129 Homo sapiens RNA-Seq	JM129	JM129		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/074/SRR20643274/SRR20643274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/074/SRR20643274/SRR20643274_2.fastq.gz	5445adcb0c178b4af4e3d715d7d50b80;e2c4f32a18ce3b91ff49f897d1cae462	4172899026;4289148245				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960797	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643275	PRJNA862190	SRP388072	SAMN29960798	SRS14299611	SRX16666478	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390404	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	87584008	8758400800	2022-08-12	2022-08-25		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390404: JM128 Homo sapiens RNA-Seq	JM128	JM128		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/075/SRR20643275/SRR20643275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/075/SRR20643275/SRR20643275_2.fastq.gz	864f87c56c59d141278ff2de45ec70bd;a42c2365d9324e9ff9623f314e9b0cc0	3304513996;3245574332				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960798	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643283	PRJNA862190	SRP388072	SAMN29960743	SRS14299603	SRX16666470	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390459	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	78873505	7887350500	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390459: TM288 Homo sapiens RNA-Seq	TM288	TM288		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/083/SRR20643283/SRR20643283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/083/SRR20643283/SRR20643283_2.fastq.gz	accd8c370dd9b96cb638b32a38dda2f4;c5aecdf2bc45d6b63154a89f032a6af2	3033682458;3160549268				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960743	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643286	PRJNA862190	SRP388072	SAMN29960746	SRS14299600	SRX16666467	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390456	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	91290889	9129088900	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390456: TM274 Homo sapiens RNA-Seq	TM274	TM274		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/086/SRR20643286/SRR20643286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/086/SRR20643286/SRR20643286_2.fastq.gz	9b77c88ca7c692c7118cd1d03ee8a73a;460943bb4e718ec1616f4c543c2b044a	3605273825;3755305555				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960746	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643288	PRJNA862190	SRP388072	SAMN29960748	SRS14299598	SRX16666465	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390454	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	100882615	10088261500	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390454: TM266 Homo sapiens RNA-Seq	TM266	TM266		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/088/SRR20643288/SRR20643288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/088/SRR20643288/SRR20643288_2.fastq.gz	014e30aa6451ff2a546c236a817325fd;8d3a62169af70d2fdc11a557fe0e53e9	4075515728;4217633316				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960748	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643293	PRJNA862190	SRP388072	SAMN29960753	SRS14299593	SRX16666460	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390449	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	89506562	8950656200	2022-08-22	2022-08-22		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390449: TM240 Homo sapiens RNA-Seq	TM240	TM240		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/093/SRR20643293/SRR20643293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/093/SRR20643293/SRR20643293_2.fastq.gz	018955e79f9594ab69fcfbc980e67973;951fb782ca4368d8ac2a45f40ae61b45	3575692123;3712169005											
Tumor	no	no	no	no	unknown	unknown	SRR20643296	PRJNA862190	SRP388072	SAMN29960828	SRS14299590	SRX16666457	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390374	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	79390080	7939008000	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390374: JM036 Homo sapiens RNA-Seq	JM036	JM036		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/096/SRR20643296/SRR20643296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/096/SRR20643296/SRR20643296_2.fastq.gz	1f9aafeabd54b0f49707249332e2fffe;37abccf3b9fbb7c35bc0d0d20ef770a4	3068454999;3202729008				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960828	PRJNA862190
Tumor	no	no	no	no	unknown	unknown	SRR20643299	PRJNA862190	SRP388072	SAMN29960831	SRS14299587	SRX16666454	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390371	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	79510543	7951054300	2022-08-22	2022-08-22		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390371: JM032 Homo sapiens RNA-Seq	JM032	JM032		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/099/SRR20643299/SRR20643299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/099/SRR20643299/SRR20643299_2.fastq.gz	ef01bc2a1878d512ae42d3c0d7c61129;744de20d4b1b1b5b5e8c9facbe8e7aa3	3032145467;3173771465											
Tumor	no	no	no	no	unknown	unknown	SRR20643301	PRJNA862190	SRP388072	SAMN29960833	SRS14299585	SRX16666452	SRA1462537	9606.0	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	GSM6390369	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	82870100	8287010000	2022-08-22	2022-08-23		Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer	Illumina HiSeq 2500 sequencing: GSM6390369: JM029 Homo sapiens RNA-Seq	JM029	JM029		ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/001/SRR20643301/SRR20643301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/001/SRR20643301/SRR20643301_2.fastq.gz	cbcb99b7f3374d86bcbfe41aee322057;b50f5d48385a933c016973540a3c4b0e	3184614425;3335896041				Homo sapiens	9606.0	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SAMN29960833	PRJNA862190
